,Unnamed: 0,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
365,365,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54,0
366,366,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37,0
367,367,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,0
368,368,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,0
369,369,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39,0
370,370,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,0
371,371,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,0
372,372,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,0
373,373,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27,0
374,374,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,0
375,375,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,0
376,376,0.45,0.45,0.51,0.3,0.5,0.0,0.48,0.44,0
377,377,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22,0
378,378,0.3,0.45,0.55,0.19,0.5,0.0,0.53,0.4,0
379,379,0.44,0.4,0.53,0.19,0.5,0.0,0.48,0.27,0
380,380,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22,0
381,381,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,0
382,382,0.51,0.59,0.55,0.21,0.5,0.0,0.52,0.22,0
383,383,0.41,0.35,0.6,0.22,0.5,0.0,0.56,0.79,0
384,384,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22,0
385,385,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,0
386,386,0.25,0.48,0.45,0.32,0.5,0.0,0.4,0.22,0
387,387,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26,0
388,388,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,0
389,389,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,0
390,390,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,0
391,391,0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22,0
392,392,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,0
393,393,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,0
394,394,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,0
395,395,0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22,0
396,396,0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22,0
397,397,0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22,0
398,398,0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22,0
399,399,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
400,400,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
401,401,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,0
402,402,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,0
403,403,0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22,0
404,404,0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22,0
405,405,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,0
406,406,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
407,407,0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22,0
408,408,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
409,409,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,0
410,410,0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34,0
411,411,0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28,0
412,412,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,0
413,413,0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22,0
414,414,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,0
415,415,0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22,0
416,416,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,0
417,417,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,0
418,418,0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22,0
419,419,0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22,0
420,420,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,0
421,421,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,0
422,422,0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22,0
423,423,0.39,0.45,0.75,0.17,0.5,0.0,0.51,0.22,0
424,424,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,0
425,425,0.54,0.43,0.48,0.27,0.5,0.0,0.44,0.41,0
426,426,0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39,0
427,427,0.62,0.6,0.54,0.22,0.5,0.0,0.54,0.27,0
428,428,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,0
429,429,0.57,0.36,0.51,0.25,0.5,0.0,0.54,0.25,0
430,430,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,0
431,431,0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,0
432,432,0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22,0
433,433,0.79,0.56,0.53,0.19,0.5,0.0,0.47,0.35,0
434,434,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,0
435,435,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,0
436,436,0.53,0.42,0.53,0.19,0.5,0.0,0.47,0.22,0
437,437,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,0
438,438,0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,0
439,439,0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
440,440,0.56,0.46,0.51,0.25,0.5,0.0,0.54,0.22,0
441,441,0.47,0.46,0.49,0.27,0.5,0.0,0.59,0.22,0
442,442,0.5,0.46,0.49,0.27,0.5,0.0,0.6,0.22,0
443,443,0.5,0.44,0.57,0.28,0.5,0.0,0.57,0.22,0
444,444,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,0
445,445,0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44,0
446,446,0.19,0.41,0.55,0.13,0.5,0.0,0.52,0.25,0
447,447,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,0
448,448,0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42,0
449,449,0.48,0.39,0.56,0.23,0.5,0.0,0.6,0.22,0
450,450,0.47,0.59,0.56,0.09,0.5,0.0,0.5,0.22,0
451,451,0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22,0
452,452,0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,0
453,453,0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58,0
454,454,0.5,0.55,0.52,0.16,0.5,0.0,0.51,0.31,0
455,455,0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27,0
456,456,0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,0
457,457,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,0
458,458,0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22,0
459,459,0.56,0.68,0.42,0.36,0.5,0.0,0.49,0.22,0
460,460,0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22,0
461,461,0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22,0
462,462,0.53,0.52,0.49,0.27,0.5,0.0,0.51,0.22,0
463,463,0.5,0.47,0.56,0.31,0.5,0.0,0.56,0.26,0
464,464,0.24,0.25,0.57,0.28,0.5,0.0,0.51,0.11,0
465,465,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,1
466,466,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,1
467,467,0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32,0
468,468,0.64,0.44,0.56,0.15,0.5,0.0,0.56,0.22,0
469,469,0.48,0.58,0.47,0.17,0.5,0.0,0.53,0.74,0
470,470,0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,1
471,471,0.47,0.5,0.6,0.63,0.5,0.0,0.38,0.16,0
472,472,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,0
473,473,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,0
474,474,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,1
475,475,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,0
476,476,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,0
477,477,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,0
478,478,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,0
479,479,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,0
480,480,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,0
481,481,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,0
