,Unnamed: 0,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
365,365,0.65,0.62,0.26,0.33,0.5,0.0,0.55,0.22,0
366,366,0.47,0.61,0.32,0.27,0.5,0.0,0.5,0.3,0
367,367,0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22,0
368,368,0.55,0.35,0.36,0.29,0.5,0.0,0.51,0.22,0
369,369,0.35,0.32,0.31,0.16,0.5,0.0,0.56,0.22,0
370,370,0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22,0
371,371,0.39,0.56,0.34,0.18,0.5,0.0,0.49,0.22,0
372,372,0.51,0.38,0.42,0.21,0.5,0.0,0.46,0.34,0
373,373,0.32,0.45,0.39,0.14,0.5,0.0,0.45,0.22,0
374,374,0.28,0.48,0.36,0.16,0.5,0.0,0.53,0.22,0
375,375,0.52,0.65,0.36,0.26,0.5,0.0,0.44,0.22,0
376,376,0.42,0.71,0.45,0.15,0.5,0.0,0.48,0.22,0
377,377,0.38,0.37,0.36,0.14,0.5,0.0,0.54,0.22,0
378,378,0.38,0.56,0.38,0.16,0.5,0.0,0.53,0.22,0
379,379,0.63,0.65,0.42,0.18,0.5,0.0,0.54,0.27,0
380,380,0.61,0.76,0.3,0.16,0.5,0.0,0.45,0.41,0
381,381,0.39,0.33,0.33,0.23,0.5,0.0,0.47,0.22,0
382,382,0.5,0.63,0.45,0.13,0.5,0.0,0.45,0.32,0
383,383,0.2,0.6,0.5,0.29,0.5,0.0,0.51,0.22,0
384,384,0.51,0.46,0.41,0.36,0.5,0.0,0.49,0.22,0
385,385,0.49,0.56,0.37,0.2,0.5,0.0,0.53,0.22,0
386,386,0.49,0.55,0.35,0.23,0.5,0.0,0.57,0.22,0
387,387,0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,0
388,388,0.52,0.46,0.34,0.2,0.5,0.0,0.51,0.25,0
389,389,0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,0
390,390,0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,0
391,391,0.36,0.49,0.3,0.22,0.5,0.0,0.52,0.31,0
392,392,0.29,0.43,0.4,0.15,0.5,0.0,0.53,0.22,0
393,393,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27,0
394,394,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,0
395,395,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,0
396,396,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,0
397,397,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,0
398,398,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,0
399,399,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,0
400,400,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,0
401,401,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,0
402,402,0.46,0.61,0.38,0.35,0.5,0.0,0.49,0.22,0
403,403,0.36,0.5,0.39,0.23,0.5,0.0,0.5,0.22,0
404,404,0.43,0.48,0.36,0.26,0.5,0.0,0.52,0.22,0
405,405,0.38,0.67,0.33,0.17,0.5,0.0,0.51,0.22,0
406,406,0.29,0.26,0.43,0.17,0.5,0.0,0.55,0.3,0
407,407,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,0
408,408,0.81,0.85,0.47,0.37,0.5,0.0,0.56,0.22,0
409,409,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,0
410,410,0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22,0
411,411,0.77,0.79,0.58,0.23,0.5,0.0,0.48,0.22,0
412,412,0.82,0.78,0.49,0.23,0.5,0.0,0.46,0.22,0
413,413,0.82,0.75,0.54,0.23,0.5,0.0,0.46,0.22,0
414,414,0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22,0
415,415,0.81,0.82,0.41,0.36,0.5,0.0,0.39,0.22,0
416,416,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,0
417,417,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,0
418,418,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,0
419,419,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,0
420,420,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,0
421,421,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,0
422,422,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,0
423,423,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,0
424,424,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,0
425,425,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,0
426,426,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,0
427,427,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,0
428,428,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,0
429,429,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,0
430,430,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,0
431,431,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,0
432,432,0.7,0.58,0.53,0.39,0.5,0.0,0.59,0.22,0
433,433,0.83,0.81,0.45,0.38,0.5,0.0,0.4,0.26,0
434,434,0.74,0.82,0.46,0.24,0.5,0.0,0.5,0.31,0
435,435,0.74,0.82,0.46,0.24,0.5,0.0,0.48,0.22,0
436,436,0.75,0.76,0.58,0.22,0.5,0.0,0.49,0.22,0
437,437,0.71,0.64,0.42,0.28,0.5,0.0,0.43,0.22,0
438,438,0.8,0.79,0.43,0.25,0.5,0.0,0.52,0.22,0
439,439,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,0
440,440,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,0
441,441,0.66,0.65,0.54,0.4,0.5,0.0,0.51,0.22,0
442,442,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,0
443,443,0.74,0.57,0.51,0.28,0.5,0.0,0.58,0.22,0
444,444,0.7,0.65,0.54,0.28,0.5,0.0,0.6,0.4,0
445,445,0.36,0.68,0.38,0.08,0.5,0.0,0.53,0.25,0
446,446,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,0
447,447,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,0
448,448,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,0
449,449,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,0
450,450,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,0
451,451,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,0
452,452,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,0
453,453,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,0
454,454,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,0
455,455,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,0
456,456,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,0
457,457,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,0
458,458,0.36,0.51,0.51,0.17,0.5,0.0,0.52,0.22,0
459,459,0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,0
460,460,0.44,0.35,0.55,0.14,0.5,0.0,0.52,0.22,0
461,461,0.73,0.59,0.35,0.15,0.5,0.0,0.54,0.22,0
462,462,0.6,0.37,0.52,0.15,0.5,0.0,0.55,0.26,0
463,463,0.64,0.61,0.56,0.15,0.5,0.0,0.54,0.22,0
464,464,0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22,0
465,465,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,0
466,466,0.48,0.49,0.49,0.26,0.5,0.0,0.39,0.27,0
467,467,0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25,0
468,468,0.57,0.47,0.48,0.17,0.5,0.0,0.52,0.26,0
469,469,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,0
470,470,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,0
471,471,0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27,0
472,472,0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22,0
473,473,0.77,0.8,0.51,0.4,1.0,0.0,0.54,0.22,0
474,474,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,0
475,475,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,0
476,476,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,0
477,477,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,1
478,478,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,1
479,479,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,1
480,480,0.69,0.61,0.38,0.27,0.5,0.0,0.52,0.22,1
481,481,0.54,0.42,0.41,0.16,0.5,0.0,0.52,0.22,1
482,482,0.83,0.58,0.33,0.04,0.5,0.0,0.53,0.22,1
483,483,0.71,0.56,0.39,0.27,0.5,0.0,0.52,0.22,1
484,484,0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22,1
485,485,0.92,0.61,0.4,0.22,0.5,0.0,0.54,0.22,1
486,486,0.34,0.38,0.45,0.19,0.5,0.0,0.51,0.22,1
487,487,0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22,1
488,488,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,1
489,489,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,1
490,490,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,1
491,491,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,1
492,492,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,1
493,493,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,1
494,494,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,1
495,495,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,1
496,496,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,1
497,497,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,1
498,498,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,1
499,499,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,1
500,500,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,1
501,501,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,1
502,502,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,1
503,503,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,1
504,504,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,1
505,505,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,1
506,506,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,1
507,507,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,1
508,508,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,1
509,509,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,1
510,510,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,1
511,511,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,1
512,512,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,1
513,513,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,1
514,514,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,1
515,515,0.79,0.62,0.35,0.35,0.5,0.0,0.6,0.28,1
516,516,0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,1
517,517,0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32,1
518,518,0.69,0.57,0.39,0.19,0.5,0.0,0.48,0.39,1
519,519,0.86,0.78,0.34,0.15,0.5,0.0,0.53,0.22,1
520,520,0.63,0.71,0.44,0.53,0.5,0.0,0.52,0.22,1
521,521,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,1
522,522,0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22,1
523,523,0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,1
524,524,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,1
525,525,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,1
526,526,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,1
527,527,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,1
